Location,Variant,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lesotho,Gross Domestic Product (GDP),82.2193427804054,77.3526219307886,89.7778761978719,133.061817430968,148.339280604115,150.800187204397,145.21446615098,185.233940980273,248.739203685738,263.663803065641,338.038997652119,334.7210260865,299.663080258165,298.740315297215,257.291616794382,201.864195408592,221.342001707385,291.450417511625,329.378178540322,341.839519398917,391.937549977051,428.227548560016,503.581431550627,490.749196480704,492.894300041769,542.427340308368,535.504253995212,575.288532834508,498.818972755875,493.700803202258,470.425653378068,426.919304196,393.503601099667,575.911439292023,727.490618889087,800.00671284791,828.525615158537,918.545255787005,935.391487365997,924.108724080861,1169.26429984477,1350.67169505453,1281.62545584296,1193.0042439407,1218.47109037515,1152.31681105428,1039.70332043202,1178.31175387437
Liberia,Gross Domestic Product (GDP),223.432659691401,229.493197625083,242.127568853681,275.466345411662,327.659475398872,382.648956654501,385.308954135024,418.685795724355,445.557416319267,497.652353382623,495.128647036457,549.394886015318,548.858152422669,526.576358200609,505.599710340796,490.950669424484,480.49685148692,507.215728908368,545.70447695015,571.190260963395,283.804875664686,261.540341615917,171.089270979948,124.166222388424,101.694025739175,100.663626209439,112.640199180441,177.491305164494,200.300904878047,225.269465039177,223.587921672984,213.233197999955,224.196403169192,169.776615227424,202.718512448314,216.55404801256,241.545900306828,270.144711027711,300.57387497055,303.028076928728,327.243944910559,377.871473086977,414.677478253945,451.672553263416,467.575261283015,593.161068454432,597.552181780706,583.830053471054
Libya,Gross Domestic Product (GDP),1864.92900522002,2190.39627490614,2511.16974183224,3292.51471427819,5527.15079956595,5160.0766149059,6432.13614863891,7261.73326542477,6893.78656744052,9149.13618156856,11860.908682957,9987.70474190533,9437.00135741995,8795.85785506323,7722.72654694187,7715.21093224136,6088.21374369795,5509.55967266215,6056.26177654673,6250.46864007174,7007.14982007652,7571.9786639255,7836.52837440064,6934.78323457164,6338.31284909779,5717.03363464609,6212.25303198394,6486.65926160374,5754.35648938424,6378.21990639043,7183.02746802163,6260.62202768041,3964.28602349351,4671.67846249675,5835.96058376846,7846.35403358387,9364.505976363,10496.52543239,15748.4448370391,11246.1293608351,13120.5353782838,6553.20207620821,16321.6214578988,10623.9332041102,5450.89267060867,2833.32786708158,2434.30188929452,3941.77382089043
Liechtenstein,Gross Domestic Product (GDP),5201.87701967449,5927.30400663153,6924.89077343057,9138.15886324551,10798.9099626882,12192.841673268,13470.2750225501,15384.3709987852,20931.6713973996,24641.7115829304,26476.2601535158,23186.9734729508,23706.9702387874,23833.1762713309,23481.8956551233,24995.405892048,36642.2003642172,45682.5240287331,51738.8082022526,51087.7462173893,61079.7811176557,65232.7659876057,68926.1979337067,67207.2620823282,73952.5014870273,87414.296477398,86767.6033454532,80515.1917030637,84764.0830169475,89717.3148408263,82532.5442159308,81848.6731442937,87412.7303591715,98956.986920952,110432.748148637,116094.777567368,126060.809646649,144079.423912552,158130.244706588,139289.603209062,156127.467638339,175052.495863662,165123.433093201,173527.486268923,179317.656587393,167593.85984287,164994.132782658,166021.702917002
Lithuania,Gross Domestic Product (GDP),2775.04274673356,2703.565571723,2182.88319819849,1881.09008230014,1743.73525146414,1848.10450071863,2326.81647272091,2827.01675015822,3161.78162867246,3109.24169067313,3295.24662626149,3527.36346190245,4144.09784306303,5506.99691624382,6697.9903796807,7816.81726604518,9143.91881235051,12187.262998307,14899.2977170907,11815.0917095887,11886.2444912723,14131.7173379122,14112.835658415,15483.2300664333,16394.2451951201,14160.2147773334,14776.3708490191,16449.6795861987
Luxembourg,Gross Domestic Product (GDP),4443.14596924859,4594.55091024174,5704.80576634476,7760.13223159984,9385.03462640826,9134.17035773301,9940.0916394125,10928.0322465447,13529.3060632915,15743.3946248774,17119.5328608468,14342.1709026016,13049.5959810915,12821.123702585,12561.1573643813,12915.3191046621,18774.011690273,23214.3364532117,26062.7795042378,27512.1615971276,34650.1407904077,37068.9392060604,41049.2763885308,41547.3726131886,45539.4235534781,52893.5521625868,52599.5463102616,46983.0385372124,47456.813565441,51558.641575552,48757.9734783932,48324.227816652,53225.1954478697,66073.6232206522,76771.4266549099,81570.6416222989,91100.356682455,107190.150392154,115133.332814016,103505.183375257,104771.863167534,115406.613893525,106460.078452463,113341.237463408,118824.289139189,100935.700972781,102408.237319904,106805.768781017
Madagascar,Gross Domestic Product (GDP),162.57126308759,171.056300860725,190.192086703223,227.849017969628,251.000822530887,290.533923455195,269.889025424922,283.596428506304,311.914683377403,393.217961515777,445.905275949564,385.301948420444,367.186652514652,355.328552425183,288.982112814014,277.385239794552,374.694726261077,286.850170352897,265.483879585495,263.894798817728,316.103163364452,266.474007700125,289.943840696884,313.612322931635,268.684443275702,276.535091896476,338.874993531485,291.426867622928,297.70874370461,287.163223450298,290.039054320805,328.503049464921,309.317081643977,373.605175045159,289.076853201039,324.051755308535,344.496008885703,445.600525206966,553.911977726348,487.332262857426,484.603062699075,535.358412922353,521.637287389997,538.048866505115,524.980926837535,463.944054979433,461.431267464231,516.540041644505
Malawi,Gross Domestic Product (GDP),125.80130207173,154.062222343258,171.309717883001,160.662071828154,192.816867500768,209.340281670479,222.046002623616,258.880406336533,295.295856656793,307.391732933088,362.863502681077,353.437754095471,325.960673730237,330.811894837314,312.920536712886,281.199244129619,278.577332564365,273.206217386378,286.314909501957,326.609761137317,335.502218056693,379.419542245675,337.636154549464,370.269775408041,217.847119923659,249.635198896405,294.408307261142,302.65831713348,300.28248725155,290.553681073811,276.927677667425,265.187422386161,290.967701217805,260.131976783758,274.244443187332,280.366168040978,297.709112993131,320.276577750542,372.848801310864,420.746930247841,452.842008567161,512.1703920342,355.424644679369,319.134755224926,349.462859911856,365.914456398884,293.503699296285,340.417088910495
Malaysia,Gross Domestic Product (GDP),357.659527334449,383.679775297198,445.358150919822,661.011246936927,799.934229220658,767.051643456034,886.224190250732,1027.28115421797,1246.51346593542,1575.99936289144,1774.7498981046,1769.10774430939,1852.33759094939,2047.92674794324,2234.31675393156,2000.11241411898,1728.51565850633,1947.41274311686,2071.4680629205,2215.33042414984,2440.61435870964,2651.71379864289,3111.16274131935,3431.39677892112,3726.56326012625,4334.23365917356,4797.03856400998,4644.91694831363,3263.86289097592,3493.44199895038,4045.17047135901,3915.11504595638,4167.37526136261,4463.67589342594,4955.46728919822,5593.83530437195,6223.0324721222,7269.23588546214,8513.55552621404,7326.73979422236,9071.39383801794,10405.1103822706,10779.5044828966,10882.2595747495,11183.8669830513,9655.13672630014,9515.19279760432,9951.44955940059
Maldives,Gross Domestic Product (GDP),366.129194945946,395.806767204566,446.771451587907,530.189859728605,648.964336622752,393.883538872188,349.015237785469,316.085438113817,358.974771251021,550.878410091024,587.946258116641,600.628709932049,736.21526304606,741.04305067867,823.156691107505,875.425048571208,943.168907857575,907.477511793809,1048.01644200459,1142.07193913236,1257.49778045359,1388.47503143674,1574.29337383971,1735.67618982311,1870.46901522232,2228.99007336167,2465.26729165523,2729.79323001556,2847.83347051786,3047.2523845995,3160.77445500401,3090.71652525209,3102.95028183722,3481.43521846636,3952.12199110166,3648.78004458993,4811.66746882742,5559.50682846951,6583.45125147078,6615.76378817514,7100.40590938957,7395.68353745162,7473.17844901009,8291.47988039984,9056.65725026299,9821.6706187985,10319.0920021156,11151.0920279616
Mali,Gross Domestic Product (GDP),53.8518662381191,63.3612681402057,70.4875384132104,80.2314723641417,73.9689930131001,108.183304893519,125.899231596741,143.987545589416,163.97387537486,203.593415246037,232.886326755071,210.523480659211,180.964632098359,155.738725746941,150.073157035463,160.926750408849,231.177785886782,269.669909241755,275.091871829238,271.588095997111,322.706987919627,347.613494333993,349.038881318188,335.515313037573,238.778117482477,295.364632216344,319.351189519116,283.936675281237,315.48963382992,322.538663254946,269.348392594477,306.847320770078,334.202399853051,391.791270720454,439.357284708913,487.940216008219,521.642570038543,595.636853520726,689.678491199346,697.015326004441,708.370732393465,835.088884820846,777.347632093795,803.855016837043,848.229445947743,749.651802149324,779.757391202564,821.693528812962
Malta,Gross Domestic Product (GDP),810.178161705128,854.951249825672,952.888600402686,1114.11343004046,1209.19524851654,1520.63728536088,1683.86056815368,1984.22722714245,2501.18039307201,3132.45440596981,3879.90125947376,3825.63477046959,3762.5955146926,3518.9907594814,3294.10745261249,3310.82866673606,4212.59136659103,5096.83140366711,5828.35869275297,6063.70309742463,7229.57697374056,7739.61143934896,8432.85848553487,7496.56758345407,8226.20195359153,9721.99622413006,9919.39678715667,9753.19409735615,10178.367651147,10395.252619291,10218.4714809122,10187.5987580366,11131.5990335535,13431.5160282782,14923.1348152496,15716.1231462213,16601.8717831411,19327.0667781571,21783.2374883334,20596.0428984761,21005.3572352661,22727.688118765,21887.1975809894,23972.3354727442,26397.8145817625,24703.0453482326,26226.6688546394,29136.9679183422
Marshall Islands,Gross Domestic Product (GDP),416.135376317725,431.75648665134,450.601002640884,499.84474593626,626.137214137214,658.71582733813,690.092309430551,742.59100837277,789.190741066714,876.474301448093,881.74777603349,981.718464866899,1057.43915391539,1207.69938667889,1246.30527064358,1155.39211645319,1405.65334295095,1508.13429649135,1619.25275174182,1603.85419304143,1674.70214385386,1717.96441464673,1861.46285795293,2005.8916040601,2156.83733069698,2378.80768401451,2176.91679150211,2056.42428228739,2093.40737602311,2073.54713032124,2127.90145516593,2208.17450127436,2395.45341079029,2441.63245452452,2522.70555363521,2650.8297954087,2763.97918506855,2893.36935381783,2928.13039564901,2917.26301605505,3142.609308536,3286.41625747021,3513.9622125591,3617.75150114599,3461.64509055163,3385.90357398951,3665.20747748087,3753.25629152785
Mauritania,Gross Domestic Product (GDP),281.97647764883,293.63993625314,333.301241973256,368.488737170262,486.273950607785,571.094926301252,619.333636801714,618.762177158547,591.62399521165,717.370856534859,974.920622615512,915.091212804072,805.459566415353,795.540325459009,672.612781530623,613.030573090548,700.623990477717,772.281891172141,790.554814830729,784.745021791131,799.206229168571,834.297579870268,823.125260878674,684.529196112,705.617062506255,722.27690920924,709.283709911887,668.55866899464,565.201774462102,534.714740012575,477.476694830352,464.229636923191,460.954119115054,528.580661284097,620.842904587665,697.745198851686,944.131063042429,1013.31059239829,1182.97848928076,1044.48969046605,1201.75643587838,1389.67084521289,1365.77782179907,1429.18958487844,1319.75871657539,1155.46601455083,1103.65369762034,1129.38915173152
Mauritius,Gross Domestic Product (GDP),248.683382012285,275.316030387174,340.035872161393,419.766198951138,687.002211031943,679.805951219815,830.691348309466,955.594405578036,1158.57811484207,1360.5370417194,1253.70635512168,1249.87184811649,1166.95426445092,1168.2964231985,1105.1993953062,1133.6811164421,1529.83030246758,1901.61846297897,2134.51662246391,2165.34688789095,2590.36410350371,2742.10764583519,3151.24264124872,3142.13287496936,3383.04284647307,3785.56136645362,4092.80204363014,3834.78368941301,3782.06037425903,3858.15008181854,4108.57359571073,4034.94403918718,4206.2301259244,5023.55070340029,5650.64425627058,5544.40414557722,5723.33051171946,6605.13614365732,8061.33565613209,7338.15674710124,8016.05081140719,9207.19557511601,9309.85041637729,9662.83389361206,10183.9368995837,9283.60106774753,9682.68070426683,10564.91259698
Mexico,Gross Domestic Product (GDP),870.730751225647,928.639034687421,1036.81721453575,1228.14255793969,1550.67006068424,1839.70761526911,1806.0747986391,1620.00356823953,1978.01849323973,2528.44613417636,3418.28237242704,4286.14146659381,2912.6845081595,2442.5426725893,2820.92265075209,2903.18729300504,1996.32921087619,2121.03551469733,2547.40814143296,3041.68835263607,3513.96160957428,4123.26084262808,4673.56195091248,5526.83094167246,5715.38177533192,3828.7021122098,4294.95161970902,5143.98710472807,5327.78755417391,5984.3426327685,6959.41938411244,7341.84973316637,7398.83294696412,6903.93692284931,7310.98322393714,8089.41522216421,8859.6814841495,9412.83511727353,9765.70240393041,7792.26214538094,9016.45198087537,9912.56241408362,9940.50001153634,10400.5699440924,10582.4503323258,9298.26243467414,8450.89207948228,8967.17016660979
Micronesia (Federated States of),Gross Domestic Product (GDP),343.299864889063,371.953532556192,427.298211820604,592.849060844437,782.451901530188,774.577584568605,771.067172987917,758.915240904621,834.095922136554,905.99370659107,932.935104983279,1074.71310063343,1087.63883728974,1105.62978755051,1078.80826525709,1261.58298905305,1353.07226997771,1379.69340146634,1492.05072755132,1535.74730845671,1639.14004837487,1780.38239253434,1864.65246072989,1987.79994996825,2014.95422272929,2062.6819889174,2018.74649265303,1905.32776354353,2028.66485892201,2045.80480633672,2170.55338260481,2238.66210983064,2257.12296346148,2292.93050666567,2257.18494609531,2360.20189084335,2397.44899890239,2441.50059955462,2516.02251191638,2693.0261639092,2861.76845274861,3000.94715274288,3150.91350009179,3047.58828180749,3057.24174397923,3018.01154807388,3143.75291841772,3187.55716099447
Monaco,Gross Domestic Product (GDP),12096.7400394293,13393.9131788024,16199.4236948156,20710.6535367509,22004.2130747485,27403.0835295409,27904.74343405,30407.9732532551,37153.8669990122,44501.4252990046,50172.5882703349,43363.5901002611,40517.7855432697,38144.1251440534,35632.2467639147,36724.0079090888,50871.0439645575,61349.9007472503,66771.5333946196,67025.8361829409,82621.8265307245,82122.067046117,89968.8900896699,84180.4026181041,87860.4743172708,100041.134625705,99429.2493118899,89149.7832854231,91411.0669823227,89981.0062370307,81354.7497885653,81467.3695577773,87705.0291410794,107029.264783085,121615.518170567,124374.158079823,133187.403288702,167129.767728311,180647.592956269,149241.880681705,144561.102711951,162165.744853455,152003.12601351,172597.209233074,185144.142470469,163393.916029052,168003.081684196,165420.989471529
Mongolia,Gross Domestic Product (GDP),155.584344597054,166.186816989335,174.404113735417,194.451238259486,214.551102721987,242.732252104726,258.84508869197,288.465068814237,323.302134262677,355.513885469349,401.973963735099,464.257851824334,520.848928831197,558.474564417665,596.826326742968,633.690659980229,687.928138912908,709.985498698963,751.520484212233,793.893378887612,786.699907282059,726.469196116748,664.796033290949,654.431176558959,678.549959588789,730.017981427862,691.067937051034,612.736312522251,560.378427577535,518.702155629552,549.850152665936,607.593583154937,662.654194103804,749.096898375639,925.077144959829,1158.13246119114,1547.52399992035,1894.71177351534,2480.88750136391,1991.89746635506,2650.3541480407,3769.60564274416,4368.07712955318,4385.36960128815,4181.59189510611,3946.96459584891,3695.1649113299,3620.39180558157
Montenegro,Gross Domestic Product (GDP),3491.26224975778,2848.66269370343,2399.90518183356,1324.86136205121,1364.13610711795,1958.20781946245,1410.17789378379,1368.98066033538,1393.54971611078,1361.08420788024,1615.58952843111,1908.1585591681,2107.24094065543,2802.01190371195,3402.77666517172,3696.95203082775,4405.34598423021,5941.27181830247,7317.78223930521,6677.47688401399,6629.9188163986,7256.20352361996,6525.99031735849,7119.39144744659,7309.06904357704,6452.12749007659,6958.06667029821,7702.56637272964
Montserrat,Gross Domestic Product (GDP),670.211527948391,773.362378535399,894.091474892513,993.268004290541,1082.98342638204,1221.00264787856,1064.94479245197,1168.33394121333,1331.72232630248,1607.90302274813,2375.39457494407,2810.58191231921,3134.36617143145,3368.1834625323,3639.30747430093,3850.42868636917,4139.18587430798,4539.13892583189,5204.05254170408,5905.22467762152,7028.54357806082,5976.86657584577,6207.21858712459,6168.27661760603,6823.01207150978,6727.94694724041,5857.7965807104,5356.19162248909,5665.13472382417,6398.7250478403,7253.42900923123,7976.3226045135,9102.68129189518,9237.30709013643,9493.73145755574,10228.9815977551,10649.4856391678,11059.5971303682,11695.9461498989,12066.5658549063,11227.9755483639,12755.3063676412,12609.9663567364,11737.4082843696,11564.4479316508,11979.2118425998,12196.6298596733,11581.8542127215
Morocco,Gross Domestic Product (GDP),290.304067979248,304.073349424396,357.564915615142,429.764937657964,517.409235359649,592.50305756793,617.98101128695,696.099661073974,814.405448563623,955.886848438632,1103.7591473805,874.602843562343,861.660301799911,760.302637640063,679.312215474534,670.495907003059,864.185013135605,934.500068497964,1081.83702829562,1098.41361588189,1218.67967118304,1289.92315573233,1295.15253983658,1199.35119164042,1336.34051590851,1430.37379624584,1566.51164739789,1409.8908650777,1492.54571117467,1464.1728977928,1348.39914831119,1358.35740909666,1439.02078210683,1754.16610582821,1982.75463393049,2049.23163006747,2234.30636830859,2531.26479498495,2927.72680653103,2903.95809576435,2876.21907627599,3085.04012935954,2947.93476488388,3158.20634559714,3207.66085218304,2907.17385530276,2929.56250414225,3069.67101308887
Mozambique,Gross Domestic Product (GDP),394.844151440332,429.565877444914,469.862347320062,540.226252049638,551.003161125754,555.689685214373,492.310358333813,484.462427140793,492.23607667797,503.772893053289,483.621713306208,455.068169548614,467.213257030202,425.850428642907,475.563865564928,624.054712879059,754.311192743423,267.852010139111,228.54100574168,245.891754758306,266.096467912419,240.130855847663,166.059382242279,166.861207493213,164.913996610158,163.193578600296,216.875487256283,253.111127864347,284.374827460074,301.540301965318,277.648787393775,256.441845544857,262.885590661844,283.891304929047,336.331878650142,369.152225542611,385.756259514272,422.143005958607,503.125407098296,463.850354924045,419.226335962903,526.531298683128,594.521775251929,605.985884653795,623.287358650195,528.314317422843,377.977111789784,426.438077170711
Myanmar,Gross Domestic Product (GDP),102.058276215052,102.02946714673,92.2607549746335,117.151334408684,137.076860382251,123.819085263048,134.398575130005,134.557280076954,146.763884676173,164.503170705128,176.963643639695,173.955050334604,173.900388499477,175.329214772682,176.999192729829,177.488352941184,131.761812398239,127.311115804328,114.765031323334,121.616643013149,127.717609878223,129.312180767907,143.226026108226,153.654707282033,166.676488714431,179.56981205373,192.15947634633,203.803352592001,131.803023301517,144.394040811125,157.831718245655,163.719622899001,219.963624279925,208.397483017709,213.294332045777,246.084681264179,283.573834168832,370.793923438131,522.727845311845,661.332455102638,826.322054995855,1145.10399297034,1196.66444075944,1207.80768250059,1276.85715748969,1193.49450279059,1220.75250855541,1257.28102869549
Namibia,Gross Domestic Product (GDP),775.423700490939,840.760518736197,816.542201829125,1003.67210016772,1190.7452605291,1236.17972618921,1157.7329571077,1257.75585535488,1417.76603702709,1714.59175313508,2391.68373879277,2172.37697175789,2003.13008726317,2121.9418312177,1753.16487693332,1398.5255799829,1513.24575757543,1842.98528827513,1912.4660628646,1861.51940539297,1969.15094353959,2041.72241656622,2262.44897388995,2063.12180801913,2263.4013620017,2381.65527764695,2311.93735342483,2332.40298205792,2113.44883147698,2055.37030155629,2018.67259335404,1797.9247901905,1669.4240493511,2422.28943897218,3225.34290731121,3504.26839572094,3811.2843080398,4202.53184271027,4029.05368299284,4153.5105543761,5191.56750561884,5600.94660294824,5749.37333124006,5490.05793008544,5392.73473800132,4805.75535616468,4560.71240755404,5227.17982439078
Nauru,Gross Domestic Product (GDP),2362.72313693992,2544.40030250956,2941.93122866312,3742.89255136729,4792.96745254529,4751.68021610932,4771.48942579987,4722.31487118301,5063.89193087287,5162.6509854841,5596.53711643836,5886.16583606178,5502.20821359139,5185.70626844013,5007.98734651543,4042.96504531713,3991.22791539051,4334.81523528281,4920.8760358416,5090.88661904903,5378.55586222885,4871.90064536986,4468.03846540492,3787.28762280578,3722.01994473876,3496.36900356008,3364.99208313878,3074.94228820407,2388.85546914787,2447.94839160086,2163.63918337266,1893.83746638592,1891.17424959049,2384.83005415672,2727.8959094679,2599.66516473757,2521.30613613166,2310.69471555735,4176.71637863471,5454.31686603674,6233.86615815402,8412.90716955879,11510.0900797494,9406.70678975116,10307.3219233208,7955.25631001249,9118.69425808171,10045.3773713531
Nepal,Gross Domestic Product (GDP),86.7450346934293,86.6513748039364,98.4684433619496,89.6330910920983,111.781969760491,121.329811287553,109.671564517136,106.56542281991,122.821201904661,136.433572170463,140.181923478715,155.720264371894,160.94256905337,155.990791975331,157.164755511363,163.894819687493,164.803243239467,179.75075897805,198.341590601667,192.679234204608,201.616320661328,180.231893402719,189.987558753681,186.365817039407,207.536989804355,211.924544083901,215.194978502738,231.857055712173,214.175248204842,230.879971929845,241.371534354319,243.810965553087,240.150810179859,259.099418653713,287.856924735513,322.103621502001,346.566632085308,418.036765030022,441.612152963918,476.413627110924,602.476408632739,675.786101398636,648.364406044942,651.313871073415,696.883670059925,725.886321273947,722.115819073173,848.668340875907
Netherlands,Gross Domestic Product (GDP),2935.33664087068,3390.61972299091,4115.76846033851,5348.96155504271,6432.53803913507,7326.37824133718,7914.93681849961,9142.65306930284,11145.6240144712,12771.2476040292,13793.7014504371,11539.7183385557,11086.304962674,10681.2368916417,9967.71917896233,9910.96195288338,13762.0148261291,16689.1063425887,17727.0736510998,17373.7050686355,21270.8432439404,21739.3916687867,23934.1703849734,23156.0474582752,24668.9770632393,29240.4540251146,28944.7507936132,26622.6539399049,27818.3894906608,28220.4500470744,26148.282711421,26920.120815736,29275.2964483391,35724.446425864,40350.7587429249,41856.723727197,44604.2210028271,51337.9263396455,57218.1781452787,52205.9793265994,50743.8174589662,54017.1997826145,49971.2049393315,52074.7739523376,52754.0133014934,45179.0297228225,46124.2691879517,48754.1466075908
New Caledonia,Gross Domestic Product (GDP),3591.90318026043,3977.31295697353,4430.13826234515,4520.93204153627,5123.45712485243,6269.20835080755,5949.97095253572,6093.24482608939,6031.47400719528,7335.56806052933,8146.83296961992,6611.46225164232,6048.40793896326,5432.44793152346,5176.99278410253,5480.25317668062,7588.26862477505,9255.00135471235,12678.7663246935,13126.3807775283,14897.7273679189,15296.623622343,16470.2630360765,15522.2397701997,16314.09402402,19023.7646065819,18476.8076740641,17740.8135854209,17417.4975365364,17482.1605896751,16026.3271527546,15180.8546921397,16837.0988907303,21794.5272874579,25709.4032126981,26800.6971276919,29492.0785910803,36681.3925903388,37045.0867267287,35040.779253118,37266.3089117328,40595.3970415986,37099.3109583589,38344.0450363525,39410.925882751,34094.0034077965,34640.6732161073,35815.4857149245
New Zealand,Gross Domestic Product (GDP),2305.17160357259,2764.95890393592,3296.33141572169,4249.91401331079,4688.05718713626,4484.55014661897,4472.80458246137,4869.98764834759,5901.95649880829,6697.09805595936,7425.31321622517,7956.36903106291,7866.65584947537,7739.72933639573,7384.42238563099,7376.38609029215,9206.36980709576,11615.69218438,13883.5364160475,13280.2050494474,13371.9515156402,12719.4839222924,12006.5440699531,12804.5590014095,14783.3194694933,17184.3635208464,18694.1034986503,18468.9376401906,15111.1700030973,15694.0044738421,14108.1611487559,13845.9569172198,15775.204078129,20862.492318398,25106.5597393083,27741.4793570551,26663.7029028266,32438.8587097518,31151.7166162015,28065.4210971061,33542.7349859866,38127.6781663115,39436.6655717208,42232.0408253102,43977.9275196203,38402.1847335124,40304.8173424062,42934.9848182154
Nicaragua,Gross Domestic Product (GDP),475.486736968493,490.831464729546,507.238719050024,610.652209642761,823.476078966211,834.981405888781,940.738285607731,1105.91899470333,1025.68548063996,712.609348245464,876.251858220703,898.009164814446,976.940339729226,1029.66881313326,1031.1201507867,969.919603842206,960.781012752412,955.123933666885,846.663691153362,845.79563130839,857.742007947709,862.410657143502,894.552130099276,933.817584223563,851.321011543093,892.862183904007,913.409230808544,914.073083243093,948.716594304996,977.812224818037,1013.08143563624,1045.71119981771,1006.68619712647,1012.13668363405,1087.37178347517,1171.19675367706,1240.99272756427,1344.3014220621,1518.80566774801,1464.49905920634,1526.49445791715,1682.96012966852,1792.04082008991,1847.20072569986,1975.46467935652,2073.49451955294,2143.82383815962,2221.7812075383
Niger,Gross Domestic Product (GDP),94.6301356913065,98.6235136322918,120.287229703356,124.708860571669,139.282857876607,172.459292494893,198.349393690163,227.561332840355,299.282701018995,380.615890214061,450.402279931555,381.658713214517,338.014171581334,293.502792613076,231.06767997204,221.356612228046,278.196100521401,312.730037539197,315.749786571397,286.006436799798,329.200825874736,302.625795142565,304.239537888497,270.053869249772,161.368990175842,188.487842500103,194.75758875858,172.99593843049,190.611861563868,180.817677845876,152.123813713985,159.760250407264,175.70339657363,208.630656695156,220.690398055014,247.385532301241,258.046517867787,292.026775001544,354.818488357486,341.289468458834,348.151372882672,375.581975385056,391.515460334598,416.139942380107,429.791036556669,364.314465075466,367.912789564306,378.072121357101
Nigeria,Gross Domestic Product (GDP),427.323200121977,484.369157997499,575.296592289628,645.060192410172,1018.01358646984,1259.8178696761,1493.08130956978,1685.91536436302,1824.84156959468,2143.36420476962,2702.1203296118,2432.1440733003,2328.90967207676,2285.24891444904,2211.06322180412,2138.66279022104,1053.39511927666,633.721470207739,740.584783828856,652.106326256054,717.213419354906,654.888033329628,579.510070790861,551.413497018117,446.759103875175,453.933280983974,469.490495448846,479.252211753719,485.839559786502,483.397247758473,609.64633263708,565.715140949143,738.834907702455,824.373309345639,1043.33323217036,1299.14129653099,1639.80856579847,1828.08988172528,2225.38288572243,1765.10467047724,2327.32028273227,2542.37888255862,2755.28508993457,2996.96382680413,3221.67726911479,2729.75959404042,2175.6541138465,1968.55247207895
Norway,Gross Domestic Product (GDP),3305.98465021229,3734.21229959705,4412.73380610393,5689.28298666515,6810.69165809111,8202.91637471179,8924.24184110248,10263.2649756337,11461.3050829776,13045.4987414576,15770.4009293159,15515.2430704961,15236.405174743,14941.5086324069,14996.1945100594,15751.2575003278,18874.2461887745,22505.7260908659,24227.6141695003,24285.5718688516,28204.1082571846,28544.9100200993,30479.3115454508,27932.4759529788,29282.132647168,34813.0561949158,37220.5311032547,36503.3454766516,34663.4640092826,36273.2338316499,38075.3179278008,38469.7228122106,42986.8122521869,50053.9589002743,57491.0579227083,66644.6073620105,73917.760492111,84981.95244752,96942.9433997617,80092.3951796423,87830.8776251113,100823.038046942,101801.36145598,103110.441895793,97141.6972201018,74360.6412592065,70667.7685421127,75295.2564231048
Oman,Gross Domestic Product (GDP),370.807041285012,421.008246198102,494.843446137329,626.836198760269,2047.09722497166,2489.21002294276,2890.7300746795,2935.60712910824,2779.59266928016,3581.66647240177,5419.37653001305,6187.09089748601,6156.16178611687,6169.35374973979,6466.52904398548,6860.99215879041,5212.80056614226,5267.66028109525,4942.11325152514,5323.16817411922,6376.93762404282,5922.58084348845,6209.30591242707,5962.96521144654,5946.59879320672,6192.5248561808,6755.01355515653,6961.73939762335,6215.67124577782,6915.30965810045,8601.20366754195,8476.60391833437,8629.0903528285,9069.7674760419,10129.3395529035,12377.0060970439,14408.0175489179,15805.1600143937,22075.0791615183,16784.3694102257,18756.9086845286,21010.5606250307,22113.6509495995,21227.2246728238,20469.14110159,16410.5907206051,14902.8208544602,15267.4207560329
Pakistan,Gross Domestic Product (GDP),226.185059274088,234.150175932022,134.530673207412,140.320286337611,179.750399142315,220.330268749809,250.73754416798,279.360675933168,318.851591199566,341.383661638943,397.015683548662,456.275719186899,429.631922939253,421.792671645209,438.878716896341,421.173041699602,425.109689644211,438.330476247793,484.409305204533,469.461272131326,479.818340303913,505.49160416867,553.494095093087,532.199583242707,558.736633670184,629.053388543386,611.408432046008,599.552475241887,588.918418566582,574.419114855781,554.895419863955,517.429812811503,555.484650055424,616.03605924195,692.079359318237,764.788897579229,867.757744307478,948.80046499967,923.265861326156,967.004117639136,1023.14574049127,1215.21640134011,1206.45162561372,1212.18133645573,1341.71063670336,1410.04630409781,1437.75211404473,1533.57872327897
