,Country Code,region,Variant,Location,2015-2020,2020-2025,2025-2030,2030-2035,2035-2040,2040-2045,2045-2050,2050-2055,2055-2060,2060-2065,2065-2070,2070-2075,2075-2080,2080-2085,2085-2090,2090-2095,2095-2100
142,608,Asia,Low variant,Philippines,2.6323,2.3357,2.1046,1.9929,1.8897,1.7956,1.7129,1.637,1.5655,1.5069,1.4579,1.4194,1.3878,1.3624,1.344,1.3304,1.3198
143,616,Europe,Low variant,Poland,1.0397,0.8965,0.8564,0.9139,0.9683,1.0154,1.0589,1.0951,1.1285,1.1546,1.1778,1.1981,1.2148,1.2306,1.2419,1.2524,1.2612
144,620,Europe,Low variant,Portugal,0.9908,0.8482,0.8124,0.8759,0.9343,0.9875,1.0362,1.0766,1.1131,1.1418,1.1684,1.1897,1.2083,1.223,1.236,1.2479,1.2571
145,630,Americas,Low variant,Puerto Rico,1.2195,1.0541,0.9799,1.013,1.0459,1.0789,1.1078,1.1349,1.1583,1.1792,1.1983,1.2153,1.2271,1.2402,1.2517,1.2612,1.2692
146,634,Asia,Low variant,Qatar,1.6305,1.3816,1.2071,1.1577,1.1289,1.1201,1.1208,1.134,1.1488,1.1645,1.1831,1.1988,1.2152,1.2286,1.24,1.2511,1.2602
147,638,Africa,Low variant,Réunion,2.0235,1.7613,1.5741,1.5057,1.4556,1.4183,1.3923,1.3731,1.3607,1.3507,1.3455,1.342,1.3395,1.3385,1.338,1.3377,1.3396
148,642,Europe,Low variant,Romania,1.2898,1.1841,1.1204,1.1503,1.1774,1.1986,1.2155,1.2307,1.2416,1.2522,1.2603,1.2683,1.2742,1.2803,1.2839,1.2886,1.292
149,643,Europe,Low variant,Russian Federation,1.5011,1.3895,1.3168,1.3367,1.3531,1.3653,1.3744,1.3805,1.3859,1.3894,1.3931,1.3959,1.3975,1.4006,1.4013,1.4008,1.4023
150,646,Africa,Low variant,Rwanda,3.5313,3.0394,2.6548,2.4183,2.2121,2.0308,1.8708,1.7309,1.609,1.5019,1.4192,1.3532,1.3067,1.2746,1.2549,1.2433,1.2405
151,662,Americas,Low variant,Saint Lucia,1.1942,1.0108,0.9189,0.9489,0.9857,1.0257,1.0617,1.0961,1.1283,1.1551,1.1779,1.1971,1.2145,1.2284,1.2413,1.2525,1.2621
152,670,Americas,Low variant,Saint Vincent and the Grenadines,1.6519,1.4122,1.2506,1.2114,1.1905,1.1845,1.1871,1.1957,1.2038,1.2147,1.2253,1.2365,1.2462,1.2545,1.2636,1.2724,1.2801
153,882,Oceania,Low variant,Samoa,3.6529,3.2684,2.9666,2.7886,2.6287,2.4903,2.3646,2.2511,2.1494,2.0502,1.9583,1.8699,1.791,1.7152,1.6479,1.5846,1.5329
154,678,Africa,Low variant,Sao Tome and Principe,4.1105,3.6783,3.3236,3.0967,2.8975,2.7223,2.5669,2.4327,2.309,2.2005,2.1034,2.0156,1.9314,1.8567,1.7821,1.7148,1.6519
155,682,Asia,Low variant,Saudi Arabia,2.2308,1.8945,1.6429,1.5203,1.4196,1.3399,1.2839,1.2472,1.2254,1.2141,1.212,1.2164,1.2235,1.2312,1.2402,1.2493,1.2565
156,686,Africa,Low variant,Senegal,4.3974,3.9316,3.5523,3.3048,3.0864,2.8941,2.7271,2.5764,2.4413,2.3212,2.2123,2.1094,2.0163,1.9311,1.8452,1.7688,1.6957
157,688,Europe,Low variant,Serbia,1.37,1.2439,1.1657,1.1838,1.2016,1.2163,1.2303,1.2427,1.2523,1.2624,1.2692,1.2765,1.2837,1.2894,1.2928,1.2971,1.3019
158,690,Africa,Low variant,Seychelles,2.0067,1.7522,1.5637,1.4949,1.4428,1.4043,1.3776,1.3583,1.3451,1.3371,1.3329,1.3297,1.3279,1.3283,1.3286,1.33,1.3304
159,694,Africa,Low variant,Sierra Leone,4.069,3.4586,2.9701,2.6482,2.3972,2.1949,2.0316,1.8985,1.7798,1.6829,1.5995,1.5307,1.4732,1.4282,1.3936,1.365,1.3442
160,702,Asia,Low variant,Singapore,1.0096,0.8834,0.8046,0.8228,0.8398,0.8535,0.8667,0.8797,0.8915,0.9011,0.9103,0.9182,0.928,0.9333,0.9386,0.9442,0.9491
161,703,Europe,Low variant,Slovakia,1.2123,1.1212,1.0691,1.1098,1.1425,1.1698,1.1928,1.2118,1.2276,1.2402,1.2512,1.2611,1.2686,1.2769,1.2807,1.2856,1.2899
162,705,Europe,Low variant,Slovenia,1.3876,1.2832,1.2201,1.248,1.2698,1.287,1.3013,1.3123,1.3204,1.3281,1.3345,1.3372,1.3414,1.3446,1.3482,1.3509,1.3534
163,90,Oceania,Low variant,Solomon Islands,3.5198,3.1184,2.804,2.6194,2.4591,2.3203,2.1914,2.0789,1.9722,1.8782,1.7884,1.7071,1.6338,1.5697,1.5129,1.4694,1.433
164,706,Africa,Low variant,Somalia,5.8735,5.2615,4.728,4.326,3.9522,3.619,3.3295,3.0717,2.8497,2.6549,2.4889,2.341,2.2119,2.0967,1.9926,1.8934,1.8064
165,710,Africa,Low variant,South Africa,2.1639,1.8958,1.6968,1.6103,1.5369,1.4765,1.4257,1.3874,1.3576,1.3378,1.3237,1.3121,1.3062,1.3017,1.2994,1.2991,1.3003
166,728,Africa,Low variant,South Sudan,4.4859,3.9562,3.5107,3.2059,2.941,2.7152,2.5219,2.358,2.2173,2.0952,1.9877,1.8915,1.8038,1.7228,1.6533,1.5901,1.5377
167,724,Europe,Low variant,Spain,1.1408,1.0424,0.9842,1.0213,1.054,1.0819,1.1053,1.1265,1.1441,1.1586,1.1718,1.1844,1.1937,1.202,1.209,1.2179,1.2247
